"ID","NAME","DESCRIPTION","IID"
".","Reset","Reset value",0
"ZC","ZC","ZERO-COUPON ",1
"AN","AN","ANNUAL ",2
"SA","SA","SEMI-ANNUAL ",3
"QU","QU","QUARTERLY ",4
"BM","BM","BI-MONTHLY ",5
"MO","MO","MONTHLY ",6
"FN","FN","FORTNIGHTLY ",7
"IR","IR","IRREGULAR ",8
"UK","UK","UNKNOWN ",9
"OT","OT","OTHER",10
