"ID","NAME","DESCRIPTION"
"--","Reset","Reset value"
"CMMN","Ordinary / Common share","Ordinary / Common share"
"PRFRRD","Preference / Preferred share","Preference / Preferred share"
"DPSTRY_RCPT","Depository receipt","Depository receipt"
"HYBRD","Hybrid equity instrument","Hybrid equity instrument"
"OTHR_EQTY","Other equity","Other equity"
"UCITS","Undertaking for collective investment in transferable securities (UCITS) Fund","Undertaking for collective investment in transferable securities (UCITS) Fund"
"AIF","Alternative investment fund (AIF)","Alternative investment fund (AIF)"
"OTHR_FND","Other fund","Other fund"
