"ID","NAME","DESCRIPTION","IID"
".","Reset","Reset value",0
"INIT","Αρχική έκδοση","Αρχική έκδοση",1
"TRANCHE","Συμπληρωματική έκδοση σε δόση","Συμπληρωματική έκδοση σε δόση",2
"PARTIAL","Μερική εξόφληση","Μερική εξόφληση",3
"FULL","Ολική εξόφληση","Ολική εξόφληση",4
