"ID","NAME","DESCRIPTION","IID"
"XAPI","XAPI","REGIONAL EXCHANGE CENTRE - MICEX FAR EAST",1953
"XAQS","XAQS","AUTOMATED EQUITY FINANCE MARKETS",1954
"XARC","XARC","THE ARCHIPELAGO ECN",1955
"XARM","XARM","ARMENIA SECURITIES EXCHANGE",1956
"XASE","XASE","NYSE MKT LLC",1957
"XASM","XASM","IRISH STOCK EXCHANGE - GLOBAL EXCHANGE MARKET",1958
"XASX","XASX","ASX - ALL MARKETS",1959
"XATH","XATH","ATHENS EXCHANGE S.A. CASH MARKET",1960
"XATL","XATL","ATLANTIC SECURITIES MARKET",1961
"XATS","XATS","ALPHA EXCHANGE",1962
"XAUK","XAUK","NEW ZEALAND STOCK EXCHANGE - AUCKLAND",1963
"XAZX","XAZX","ARIZONA STOCK EXCHANGE",1964
"XBAA","XBAA","BAHAMAS INTERNATIONAL SECURITIES EXCHANGE",1965
"XBAB","XBAB","BARBADOS STOCK EXCHANGE",1966
"XBAH","XBAH","BAHRAIN BOURSE",1967
"XBAN","XBAN","BANGALORE STOCK EXCHANGE LTD",1968
"XBAR","XBAR","BOLSA DE BARCELONA",1969
"XBAV","XBAV","MERCHBOLSA AGENCIA DE VALORES, S.A.",1970
"XBBF","XBBF","BOLSA BRASILIERA DE FUTUROS",1971
"XBBJ","XBBJ","JAKARTA FUTURES EXCHANGE (BURSA BERJANGKA JAKARTA)",1972
"XBBK","XBBK","PERIMETER FINANCIAL CORP. - BLOCKBOOK ATS",1973
"XBCC","XBCC","BOLSA DE COMERCIO DE CORDOBA",1974
"XBCE","XBCE","BUDAPEST COMMODITY EXCHANGE",1975
"XBCL","XBCL","LA BOLSA ELECTRONICA DE CHILE",1976
"XBCM","XBCM","BOLSA DE COMERCIO DE MENDOZA S.A.",1977
"XBCV","XBCV","BOLSA CENTROAMERICANA DE VALORES S.A.",1978
"XBCX","XBCX","MERCADO DE VALORES DE MENDOZA S.A.",1979
"XBDA","XBDA","BERMUDA STOCK EXCHANGE LTD",1980
"XBDV","XBDV","BOLSA DE DIVIDA E VALORES DE ANGOLA (BODIVA) - ANGOLA SECURITIES EXCHANGE",1981
"XBEL","XBEL","BELGRADE STOCK EXCHANGE",1982
"XBER","XBER","BOERSE BERLIN",1983
"XBES","XBES","JSE CASH BOND MARKET",1984
"XBEY","XBEY","BOURSE DE BEYROUTH - BEIRUT STOCK EXCHANGE",1985
"XBFO","XBFO","BELGIAN FUTURES AND OPTIONS EXCHANGE",1986
"XBIL","XBIL","BOLSA DE VALORES DE BILBAO",1987
"XBIS","XBIS","BARBADOS STOCK EXCHANGE - INTERNATIONAL SECURITIES MARKET",1988
"XBKF","XBKF","STOCK EXCHANGE OF THAILAND - FOREIGN BOARD",1989
"XBKK","XBKK","STOCK EXCHANGE OF THAILAND",1990
"XBLB","XBLB","BANJA LUKA STOCK EXCHANGE",1991
"XBLK","XBLK","EURONEXT BLOCK 2",1992
"XBLN","XBLN","BLUENEXT",1993
"XBMF","XBMF","BOLSA DE MERCADORIAS E FUTUROS",1994
"XBMK","XBMK","BONDMART",1995
"XBND","XBND","BUDAPEST STOCK EXCHANGE - XBOND",1996
"XBNV","XBNV","BOLSA NACIONAL DE VALORES, S.A.",1997
"XBOG","XBOG","BOLSA DE VALORES DE COLOMBIA",1998
"XBOL","XBOL","BOLSA BOLIVIANA DE VALORES S.A.",1999
"XBOM","XBOM","BSE LTD",2000
"XBOS","XBOS","NASDAQ OMX BX",2001
"XBOT","XBOT","BOTSWANA STOCK EXCHANGE",2002
"XBOX","XBOX","BOX OPTIONS EXCHANGE",2003
"XBRA","XBRA","BRATISLAVA STOCK EXCHANGE",2004
"XBRD","XBRD","EURONEXT - EURONEXT BRUSSELS - DERIVATIVES",2005
"XBRE","XBRE","BREMER WERTPAPIERBOERSE",2006
"XBRM","XBRM","ROMANIAN  COMMODITIES EXCHANGE",2007
"XBRN","XBRN","BX SWISS AG",2008
"XBRT","XBRT","BRUT ECN",2009
"XBRU","XBRU","EURONEXT - EURONEXT BRUSSELS",2010
"XBRV","XBRV","BOURSE REGIONALE DES VALEURS MOBILIERES",2011
"XBSD","XBSD","DERIVATIVES REGULATED MARKET - BVB",2012
"XBSE","XBSE","SPOT REGULATED MARKET - BVB",2013
"XBSP","XBSP","BOLSA DE VALORES DE SAO PAULO",2014
"XBTF","XBTF","BROKERTEC FUTURES EXCHANGE",2015
"XBTR","XBTR","SIX SWISS BILATERAL TRADING PLATFORM FOR STRUCTURED OTC PRODUCTS",2016
"XBUD","XBUD","BUDAPEST STOCK EXCHANGE",2017
"XBUE","XBUE","BOLSA DE COMERCIO DE BUENOS AIRES",2018
"XBUL","XBUL","BULGARIAN STOCK EXCHANGE",2019
"XBVC","XBVC","CAPE VERDE STOCK EXCHANGE",2020
"XBVM","XBVM","MOZAMBIQUE STOCK  EXCHANGE",2021
"XBVP","XBVP","BOLSA DE VALORES DO PARANA",2022
"XBVR","XBVR","BOLSA DE VALORES DE LA REPUBLICA DOMINICANA SA.",2023
"XBXO","XBXO","NASDAQ OMX BX OPTIONS",2024
"XCAI","XCAI","EGYPTIAN EXCHANGE",2025
"XCAL","XCAL","CALCUTTA STOCK EXCHANGE",2026
"XCAN","XCAN","CAN - ATS",2027
"XCAR","XCAR","BOLSA DE VALORES DE CARACAS",2028
"XCAS","XCAS","CASABLANCA STOCK EXCHANGE",2029
"XCAY","XCAY","CAYMAN ISLANDS STOCK EXCHANGE",2030
"XCBF","XCBF","CBOE FUTURES EXCHANGE",2031
"XCBO","XCBO","CBOE GLOBAL MARKETS INC.",2032
"XCBT","XCBT","CHICAGO BOARD OF TRADE",2033
"XCCE","XCCE","CHUBU COMMODITY EXCHANGE",2034
"XCCX","XCCX","CHICAGO CLIMATE EXCHANGE, INC",2035
"XCDE","XCDE","BAXTER FINANCIAL SERVICES",2036
"XCEC","XCEC","COMMODITIES EXCHANGE CENTER",2037
"XCEG","XCEG","WIENER BOERSE AG, CEGH GAS EXCHANGE",2038
"XCET","XCET","UZBEK COMMODITY EXCHANGE",2039
"XCFE","XCFE","CHINA FOREIGN EXCHANGE TRADE SYSTEM",2040
"XCFF","XCFF","CANTOR FINANCIAL FUTURES EXCHANGE",2041
"XCGS","XCGS","CHINESE GOLD & SILVER EXCHANGE SOCIETY",2042
"XCHG","XCHG","CHITTAGONG STOCK EXCHANGE LTD.",2043
"XCHI","XCHI","NYSE CHICAGO, INC.",2044
"XCIE","XCIE","THE INTERNATIONAL STOCK EXCHANGE",2045
"XCIS","XCIS","NYSE NATIONAL, INC.",2046
"XCME","XCME","CHICAGO MERCANTILE EXCHANGE",2047
"XCNF","XCNF","BOLSA DE COMERCIO CONFEDERADA S.A.",2048
"XCNQ","XCNQ","CANADIAN SECURITIES EXCHANGE",2049
"XCOL","XCOL","COLOMBO STOCK EXCHANGE",2050
"XCOR","XCOR","ICMA",2051
"XCRC","XCRC","CHICAGO RICE AND COTTON EXCHANGE",2052
"XCRO","XCRO","CROATIAN POWER EXCHANGE",2053
"XCSC","XCSC","NEW YORK COCOA, COFFEE AND SUGAR EXCHANGE",2054
"XCSE","XCSE","NASDAQ COPENHAGEN A/S",2055
"XCSX","XCSX","CAMBODIA SECURITIES EXCHANGE",2056
"XCUE","XCUE","UZBEKISTAN REPUBLICAN CURRENCY EXCHANGE",2057
"XCUR","XCUR","CURRENEX",2058
"XCX2","XCX2","CX2",2059
"XCXD","XCXD","NASDAQ CXD",2060
"XCYO","XCYO","CYPRUS STOCK EXCHANGE - OTC",2061
"XCYS","XCYS","CYPRUS STOCK EXCHANGE",2062
"XDAR","XDAR","DAR ES  SALAAM STOCK EXCHANGE",2063
"XDBC","XDBC","DEUTSCHE BOERSE AG - CUSTOMIZED INDICES",2064
"XDBV","XDBV","DEUTSCHE BOERSE AG - VOLATILITY INDICES",2065
"XDBX","XDBX","DEUTSCHE BOERSE AG - INDICES",2066
"XDCE","XDCE","DALIAN COMMODITY EXCHANGE",2067
"XDES","XDES","DELHI STOCK EXCHANGE",2068
"XDEX","XDEX","BOERSE STUTTGART - DIGITAL EXCHANGE",2069
"XDFB","XDFB","JOINT-STOCK COMPANY “STOCK EXCHANGE INNEX”",2070
"XDFM","XDFM","DUBAI FINANCIAL MARKET",2071
"XDHA","XDHA","DHAKA STOCK EXCHANGE LTD",2072
"XDLP","XDLP","SIX SWISS EXCHANGE - DEAL POOL - BOOK BUILDING AND ANNOUNCEMENT PLATFORM",2073
"XDMI","XDMI","ITALIAN DERIVATIVES MARKET",2074
"XDNB","XDNB","DNB BANK ASA - SYSTEMATIC INTERNALISER",2075
"XDPA","XDPA","CADE - MERCADO DE DEUDA PUBLICA ANOTADA",2076
"XDRF","XDRF","AIAF - MERCADO DE RENTA FIJA",2077
"XDRK","XDRK","TORONTO STOCK EXCHANGE - DRK",2078
"XDSE","XDSE","DAMASCUS SECURITIES EXCHANGE",2079
"XDSM","XDSM","BORSA ISTANBUL - DEBT SECURITIES MARKET",2080
"XDSX","XDSX","DOUALA STOCK EXCHANGE",2081
"XDTB","XDTB","DTB DEUTSCHE TERMINBOERSE GMBH",2082
"XDUB","XDUB","IRISH STOCK EXCHANGE - ALL MARKET",2083
"XDUS","XDUS","BOERSE DUESSELDORF",2084
"XDWZ","XDWZ","DEUTSCHE BOERSE AG, FRANKFURT AM MAIN",2085
"XEAS","XEAS","EQUIDUCT",2086
"XEBI","XEBI","ENERGY BROKING IRELAND GAS TRADING PLATFORM",2087
"XEBS","XEBS","EBS UK MULTILATERAL TRADING FACILITY",2088
"XECB","XECB","ECB EXCHANGE RATES",2089
"XECC","XECC","EUROPEAN COMMODITY CLEARING AG",2090
"XECM","XECM","MTF - CYPRUS EXCHANGE",2091
"XECS","XECS","EASTERN CARIBBEAN SECURITIES EXCHANGE",2092
"XEDA","XEDA","ELECTRICITY DAY-AHEAD MARKET",2093
"XEDX","XEDX","EDX LONDON LIMITED",2094
"XEEE","XEEE","EUROPEAN ENERGY EXCHANGE",2095
"XEEO","XEEO","EUROPEAN ENERGY EXCHANGE - NON-MTF MARKET",2096
"XEER","XEER","EUROPEAN ENERGY EXCHANGE - REGULATED MARKET",2097
"XEHQ","XEHQ","EUREX REPO - HQLA MARKET",2098
"XEID","XEID","ELECTRICITY INTRA-DAY MARKET",2099
"XELX","XELX","ELX",2100
"XEMD","XEMD","MERCADO MEXICANO DE DERIVADOS",2101
"XEMS","XEMS","EMS EXCHANGE",2102
"XEQT","XEQT","BOERSE BERLIN EQUIDUCT TRADING",2103
"XEQY","XEQY","BORSA ISTANBUL - EQUITY MARKET",2104
"XERE","XERE","EUREX REPO - FUNDING AND FINANCING PRODUCTS",2105
"XERT","XERT","EUREX REPO - TRIPARTY",2106
"XESM","XESM","EURONEXT GROWTH DUBLIN",2107
"XETA","XETA","XETRA - REGULIERTER MARKT",2108
"XETB","XETB","XETRA - FREIVERKEHR",2109
"XETC","XETC","XETRA INTERNATIONAL MARKET - REGULATED MARKET",2110
"XETD","XETD","XETRA INTERNATIONAL MARKET - OPEN MARKET",2111
"XETE","XETE","XETRA - NON-FINANCIAL INSTRUMENTS",2112
"XETF","XETF","EURONEXT ETF ACCESS",2113
"XETI","XETI","XETRA INTERNATIONAL MARKET",2114
"XETR","XETR","XETRA",2115
"XETS","XETS","XETRA - SCALE",2116
"XETU","XETU","XETRA - REGULIERTERMARKT - OFF-BOOK",2117
"XETV","XETV","XETRA - FREIVERKEHR - OFF-BOOK",2118
"XETW","XETW","XETRA - SCALE - OFF-BOOK",2119
"XETX","XETX","XETRA - NON-FINANCIAL INSTRUMENTS - OFF-BOOK",2120
"XEUB","XEUB","EUREX BONDS",2121
"XEUC","XEUC","EURONEXT COM, COMMODITIES FUTURES AND OPTIONS",2122
"XEUE","XEUE","EURONEXT EQF, EQUITIES AND INDICES DERIVATIVES",2123
"XEUI","XEUI","EURONEXT IRF, INTEREST RATE FUTURE AND OPTIONS",2124
"XEUM","XEUM","EUREX REPO SECLEND MARKET",2125
"XEUP","XEUP","EUREX REPO GMBH",2126
"XEUR","XEUR","EUREX DEUTSCHLAND",2127
"XEUS","XEUS","US FUTURES EXCHANGE",2128
"XEYE","XEYE","IRISH STOCK EXCHANGE  - GLOBAL EXCHANGE MARKET",2129
"XFCI","XFCI","FINANCIALCONTENT - INDEXES",2130
"XFCM","XFCM","MERCADO DE FUTUROS Y OPCIONES SOBRE CITRICOS",2131
"XFDA","XFDA","FINANCIALCONTENT - DIGITAL ASSET TRADE REPORTING FACILITY",2132
"XFEX","XFEX","FEX GLOBAL",2133
"XFFE","XFFE","FUKUOKA FUTURES EXCHANGE",2134
"XFKA","XFKA","FUKUOKA STOCK EXCHANGE",2135
"XFMN","XFMN","SOCIETE DU NOUVEAU MARCHE",2136
"XFND","XFND","FIRST NORTH DENMARK",2137
"XFNO","XFNO","BORSA ISTANBUL - FUTURES AND OPTIONS MARKET",2138
"XFNX","XFNX","FINEX (NEW YORK AND DUBLIN)",2139
"XFOM","XFOM","FINNISH OPTIONS MARKET",2140
"XFRA","XFRA","DEUTSCHE BOERSE AG",2141
"XFTA","XFTA","FINANCIELE TERMIJNMARKET AMSTERDAM",2142
"XFTX","XFTX","FTX",2143
"XGAS","XGAS","CENTRAL EASTERN EUROPEAN GAS EXCHANGE LTD",2144
"XGAT","XGAT","TRADEGATE EXCHANGE - FREIVERKEHR",2145
"XGCL","XGCL","GLOBAL COAL LIMITED",2146
"XGCX","XGCX","GLOBAL COMMODITIES EXCHANGE",2147
"XGDX","XGDX","GLOBAL DERIVATIVES EXCHANGE",2148
"XGEM","XGEM","HONG KONG GROWTH ENTERPRISES MARKET",2149
"XGFI","XGFI","GFI BASISMATCH",2150
"XGHA","XGHA","GHANA STOCK EXCHANGE",2151
"XGLO","XGLO","WARSAW STOCK EXCHANGE/ EQUITIES/GLOBAL CONNECT - MTF",2152
"XGME","XGME","GESTORE MERCATO ELETTRICO - ITALIAN POWER EXCHANGE",2153
"XGMX","XGMX","GLOBALCLEAR MERCANTILE EXCHANGE",2154
"XGRM","XGRM","TRADEGATE EXCHANGE - REGULIERTER MARKT",2155
"XGSE","XGSE","GEORGIA STOCK EXCHANGE",2156
"XGSX","XGSX","GLOBAL SECURITIES EXCHANGE",2157
"XGTG","XGTG","BOLSA DE VALORES NACIONAL SA",2158
"XGUA","XGUA","BOLSA DE VALORES DE GUAYAQUIL",2159
"XHAM","XHAM","HANSEATISCHE WERTPAPIERBOERSE HAMBURG",2160
"XHAN","XHAN","NIEDERSAECHSISCHE BOERSE ZU HANNOVER",2161
"XHCE","XHCE","RISK MANAGEMENT EXCHANGE",2162
"XHEL","XHEL","NASDAQ HELSINKI LTD",2163
"XHER","XHER","NIPPON NEW MARKET - HERCULES",2164
"XHFT","XHFT","ARCA EUROPE",2165
"XHIR","XHIR","HIROSHIMA STOCK EXCHANGE",2166
"XHKF","XHKF","HONG KONG FUTURES EXCHANGE LTD.",2167
"XHKG","XHKG","HONG KONG EXCHANGES AND CLEARING LTD",2168
"XHNF","XHNF","HANOI STOCK EXCHANGE - DERIVATIVES",2169
"XHNX","XHNX","HANOI STOCK EXCHANGE (UNLISTED PUBLIC COMPANY TRADING PLATFORM)",2170
"XHON","XHON","HONDURIAN STOCK EXCHANGE",2171
"XIAB","XIAB","ISTANBUL GOLD EXCHANGE",2172
"XIBE","XIBE","BAKU INTERBANK CURRENCY EXCHANGE",2173
"XICB","XICB","SIX CORPORATE BONDS AG",2174
"XICE","XICE","NASDAQ ICELAND HF.",2175
"XICX","XICX","INSTINET CANADA CROSS",2176
"XIDX","XIDX","INDONESIA STOCK EXCHANGE",2177
"XIEL","XIEL","INSTINET EUROPE LIMITED",2178
"XIEX","XIEX","IRISH STOCK EXCHANGE - ENTERPRISE SECURITIES MARKET",2179
"XIGG","XIGG","BLOCKMATCH EUROPE",2180
"XIHK","XIHK","INSTINET PACIFIC LTD",2181
"XIJP","XIJP","INSTINET JAPAN",2182
"XIMA","XIMA","INTERNATIONAL MARTIME EXCHANGE",2183
"XIMC","XIMC","MULTI COMMODITY EXCHANGE OF INDIA LTD.",2184
"XIME","XIME","TAIWAN INTERNATIONAL MERCANTILE EXCHANGE",2185
"XIMM","XIMM","INTERNATIONAL MONETARY MARKET",2186
"XINE","XINE","SHANGHAI INTERNATIONAL ENERGY EXCHANGE",2187
"XINS","XINS","INSTINET",2188
"XINV","XINV","INVESTRO",2189
"XIOM","XIOM","INDEX AND OPTIONS MARKET",2190
"XIPE","XIPE","INTERNATIONAL PETROLEUM EXCHANGE",2191
"XIPO","XIPO","HELEX ELECTRONIC BOOK BUILDING",2192
"XIQS","XIQS","IRAQ STOCK EXCHANGE",2193
"XISA","XISA","INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS",2194
"XISE","XISE","INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES",2195
"XISL","XISL","ISLAMABAD STOCK EXCHANGE",2196
"XIST","XIST","BORSA ISTANBUL",2197
"XISX","XISX","INTERNATIONAL SECURITIES EXCHANGE, LLC",2198
"XJAM","XJAM","JAMAICA STOCK EXCHANGE",2199
"XJAS","XJAS","TOKYO STOCK EXCHANGE JASDAQ",2200
"XJKT","XJKT","JAKARTA STOCK EXCHANGE",2201
"XJNB","XJNB","JAKARTA NEGOTIATED BOARD",2202
"XJPX","XJPX","JAPAN EXCHANGE GROUP",2203
"XJSE","XJSE","JOHANNESBURG STOCK EXCHANGE",2204
"XJWY","XJWY","JIWAY EXCHANGE LTD",2205
"XKAC","XKAC","OSAKA DOJIMA COMMODITY EXCHANGE",2206
"XKAR","XKAR","THE PAKISTAN STOCK EXCHANGE LIMITED",2207
"XKAZ","XKAZ","KAZAKHSTAN STOCK EXCHANGE",2208
"XKBT","XKBT","KANSAS CITY BOARD OF TRADE",2209
"XKCE","XKCE","KHOREZM INTERREGION COMMODITY EXCHANGE",2210
"XKCM","XKCM","KOREA EXCHANGE COMMODITY MARKET",2211
"XKEM","XKEM","KOREA EXCHANGE EMISSIONS MARKET",2212
"XKFB","XKFB","KOREA FREEBOARD MARKET",2213
"XKFE","XKFE","KOREA EXCHANGE (FUTURES MARKET)",2214
"XKGT","XKGT","KOBE GOMU TORIHIKIJO (RUBBER EXCHANGE)",2215
"XKHA","XKHA","KHARTOUM STOCK EXCHANGE",2216
"XKHR","XKHR","KHARKOV COMMODITY EXCHANGE",2217
"XKIE","XKIE","KIEV UNIVERSAL EXCHANGE",2218
"XKIS","XKIS","KIEV INTERNATIONAL STOCK EXCHANGE",2219
"XKKT","XKKT","KOBE KIITO TORIHIKIJO (RAW SILK EXCHANGE)",2220
"XKLS","XKLS","BURSA MALAYSIA",2221
"XKON","XKON","KOREA NEW EXCHANGE",2222
"XKOR","XKOR","KOREA STOCK EXCHANGE",2223
"XKOS","XKOS","KOREA EXCHANGE (KOSDAQ)",2224
"XKRX","XKRX","KOREA EXCHANGE (STOCK MARKET)",2225
"XKSE","XKSE","KYRGYZ STOCK EXCHANGE",2226
"XKST","XKST","KANMON SHOHIN TORIHIKIJO (COMMODITY EXCHANGE)",2227
"XKUW","XKUW","KUWAIT STOCK EXCHANGE",2228
"XKYO","XKYO","KYOTO STOCK EXCHANGE",2229
"XLAH","XLAH","LAHORE STOCK EXCHANGE",2230
"XLAO","XLAO","LAO SECURITIES EXCHANGE",2231
"XLAT","XLAT","LATIBEX",2232
"XLBM","XLBM","LONDON BULLION MARKET",2233
"XLCE","XLCE","LONDON COMMODITY EXCHANGE, THE",2234
"XLCH","XLCH","LCH LTD",2235
"XLDN","XLDN","EURONEXT - EURONEXT LONDON",2236
"XLDX","XLDX","LONDON DERIVATIVES EXCHANGE",2237
"XLFX","XLFX","LABUAN INTERNATIONAL FINANCIAL EXCHANGE",2238
"XLGT","XLGT","LGT BANK AG - SYSTEMATIC INTERNALISER",2239
"XLIF","XLIF","EURONEXT LIFFE",2240
"XLIM","XLIM","BOLSA DE VALORES DE LIMA",2241
"XLIS","XLIS","EURONEXT - EURONEXT LISBON",2242
"XLIT","XLIT","AB NASDAQ VILNIUS",2243
"XLJM","XLJM","SI ENTER",2244
"XLJS","XLJS","LJUBLJANA STOCK EXCHANGE (SEMI-OFFICIAL MARKET)",2245
"XLJU","XLJU","LJUBLJANA STOCK EXCHANGE (OFFICIAL MARKET)",2246
"XLLB","XLLB","LIECHTENSTEINISCHE LANDESBANK AG - SYSTEMATIC INTERNALISER",2247
"XLME","XLME","LONDON METAL EXCHANGE",2248
"XLOD","XLOD","LONDON STOCK EXCHANGE - CURVEGLOBAL MARKETS",2249
"XLOF","XLOF","MALAYSIA DERIVATIVES EXCHANGE BHD",2250
"XLOM","XLOM","LONDON STOCK EXCHANGE - MTF",2251
"XLON","XLON","LONDON STOCK EXCHANGE",2252
"XLQC","XLQC","LIQUIDITY CUBE PTY LTD",2253
"XLSM","XLSM","LIBYAN STOCK MARKET",2254
"XLTO","XLTO","LONDON TRADED OPTIONS MARKET",2255
"XLUS","XLUS","LUSAKA STOCK EXCHANGE",2256
"XLUX","XLUX","LUXEMBOURG STOCK EXCHANGE",2257
"XMAB","XMAB","MERCADO ABIERTO ELECTRONICO S.A.",2258
"XMAC","XMAC","MID AMERICA COMMODITY EXCHANGE",2259
"XMAD","XMAD","BOLSA DE MADRID",2260
"XMAE","XMAE","MACEDONIAN STOCK EXCHANGE",2261
"XMAI","XMAI","MARKET FOR ALTERNATIVE INVESTMENT",2262
"XMAL","XMAL","MALTA STOCK EXCHANGE",2263
"XMAN","XMAN","BOLSA DE VALORES DE NICARAGUA",2264
"XMAP","XMAP","MAPUTO STOCK  EXCHANGE",2265
"XMAT","XMAT","EURONEXT PARIS MATIF",2266
"XMAU","XMAU","STOCK EXCHANGE OF MAURITIUS LTD",2267
"XMCE","XMCE","MERCADO CONTINUO ESPANOL - CONTINUOUS MARKET",2268
"XMDG","XMDG","MARCHE INTERBANCAIRE DES DEVISES M.I.D.",2269
"XMDS","XMDS","MADRAS STOCK EXCHANGE",2270
"XMEF","XMEF","MEFF RENTA FIJA",2271
"XMER","XMER","MERCHANTS' EXCHANGE",2272
"XMEV","XMEV","MERCADO DE VALORES DE BUENOS AIRES S.A.",2273
"XMEX","XMEX","BOLSA MEXICANA DE VALORES (MEXICAN STOCK EXCHANGE)",2274
"XMFX","XMFX","MEFF FX FINANCIAL DERIVATIVES",2275
"XMGE","XMGE","MINNEAPOLIS GRAIN EXCHANGE",2276
"XMIC","XMIC","MOSCOW INTERBANK CURRENCY EXCHANGE",2277
"XMID","XMID","MIDWEST STOCK EXCHANGE",2278
"XMIF","XMIF","MERCATO ITALIANO DEI FUTURES",2279
"XMIL","XMIL","BORSA ITALIANA S.P.A.",2280
"XMIO","XMIO","MIAMI INTERNATIONAL SECURITIES EXCHANGE",2281
"XMLI","XMLI","EURONEXT ACCESS PARIS",2282
"XMLX","XMLX","OMLX, THE LONDON SECURITIES AND DERIVATIVES EXCHANGE LIMITED",2283
"XMNT","XMNT","BOLSA DE VALORES DE MONTEVIDEO",2284
"XMNX","XMNX","MONTENEGRO STOCK EXCHANGE",2285
"XMOC","XMOC","MONTREAL CLIMATE EXCHANGE",2286
"XMOD","XMOD","THE MONTREAL EXCHANGE / BOURSE DE MONTREAL",2287
"XMOL","XMOL","MOLDOVA STOCK EXCHANGE",2288
"XMON","XMON","EURONEXT PARIS MONEP",2289
"XMOO","XMOO","MONTREAL EXCHANGE THE / BOURSE DE MONTREAL",2290
"XMOS","XMOS","CENTRAL COUNTERPARTY CLEARING CENTER MFB - JOINT-STOCK COMPANY",2291
"XMOT","XMOT","EXTRAMOT",2292
"XMPW","XMPW","MEFF POWER DERIVATIVES",2293
"XMRV","XMRV","MEFF FINANCIAL DERIVATIVES",2294
"XMSM","XMSM","EURONEXT DUBLIN",2295
"XMSW","XMSW","MALAWI STOCK EXCHANGE",2296
"XMTB","XMTB","MERCADO A TERMINO DE BUENOS AIRES S.A.",2297
"XMTS","XMTS","EUROMTS LTD",2298
"XMUN","XMUN","BOERSE MUENCHEN",2299
"XMUS","XMUS","MUSCAT SECURITIES MARKET",2300
"XMVL","XMVL","MERCADO DE VALORES DEL LITORAL S.A.",2301
"XNAF","XNAF","SISTEMA ESPANOL DE NEGOCIACION DE ACTIVOS FINANCIEROS",2302
"XNAI","XNAI","NAIROBI STOCK EXCHANGE",2303
"XNAM","XNAM","NAMIBIAN STOCK EXCHANGE",2304
"XNAS","XNAS","NASDAQ - ALL MARKETS",2305
"XNCD","XNCD","NATIONAL COMMODITY & DERIVATIVES EXCHANGE LTD",2306
"XNCM","XNCM","NASDAQ CAPITAL MARKET",2307
"XNCO","XNCO","WARSAW STOCK EXCHANGE/ EQUITIES/NEW CONNECT - MTF",2308
"XNDQ","XNDQ","NASDAQ OPTIONS MARKET",2309
"XNDU","XNDU","PJSC NATIONAL DEPOSITORY OF UKRAINE",2310
"XNDX","XNDX","NORDIC DERIVATIVES EXCHANGE",2311
"XNEC","XNEC","NATIONAL STOCK EXCHANGE OF AUSTRALIA LIMITED",2312
"XNEE","XNEE","NEW ZEALAND FUTURES AND OPTIONS EXCHANGE",2313
"XNEP","XNEP","NEPAL STOCK EXCHANGE",2314
"XNEW","XNEW","NEWEX",2315
"XNFI","XNFI","NASDAQ FIXED INCOME TRADING",2316
"XNGM","XNGM","NORDIC GROWTH MARKET",2317
"XNGO","XNGO","NAGOYA STOCK EXCHANGE",2318
"XNGS","XNGS","NASDAQ/NGS (GLOBAL SELECT MARKET)",2319
"XNII","XNII","NIIGATA STOCK EXCHANGE",2320
"XNIM","XNIM","NASDAQ INTERMARKET",2321
"XNKS","XNKS","CENTRAL JAPAN COMMODITIES EXCHANGE",2322
"XNLI","XNLI","NYSE LIFFE",2323
"XNLX","XNLX","NASDAQ OMX NLX",2324
"XNMR","XNMR","NORDIC MTF REPORTING",2325
"XNMS","XNMS","NASDAQ/NMS (GLOBAL MARKET)",2326
"XNOM","XNOM","NOMISMA (LIECHTENSTEIN) AG",2327
"XNOR","XNOR","NORDEA - SYSTEMATIC INTERNALISER",2328
"XNQL","XNQL","NQLX",2329
"XNSA","XNSA","THE NIGERIAN STOCK EXCHANGE",2330
"XNSE","XNSE","NATIONAL STOCK EXCHANGE OF INDIA",2331
"XNST","XNST","NAGOYA SENI TORIHIKIJO (TEXTILE EXCHANGE) - CHUBU COMMODITY EXCHANGE",2332
"XNXC","XNXC","NXCHANGE",2333
"XNXD","XNXD","NXCHANGE B.V. MTF",2334
"XNYC","XNYC","NEW YORK COTTON EXCHANGE",2335
"XNYE","XNYE","NEW YORK MERCANTILE EXCHANGE - OTC MARKETS",2336
"XNYF","XNYF","ICE FUTURES U.S. INC",2337
"XNYL","XNYL","NEW YORK MERCANTILE EXCHANGE - ENERGY MARKETS",2338
"XNYM","XNYM","NEW YORK MERCANTILE EXCHANGE",2339
"XNYS","XNYS","NEW YORK STOCK EXCHANGE, INC.",2340
"XNZE","XNZE","NEW ZEALAND EXCHANGE LTD",2341
"XOAA","XOAA","OSLO BORS ASA - OSLO AXESS LIT X AUCTIONS",2342
"XOAD","XOAD","OSLO AXESS NORTH SEA - DARK POOL",2343
"XOAM","XOAM","NORDIC ALTERNATIVE BOND MARKET",2344
"XOAS","XOAS","EURONEXT EXPAND OSLO",2345
"XOBD","XOBD","OSLO BORS - DERIVATIVES MARKET",2346
"XOCH","XOCH","ONECHICAGO, LLC",2347
"XODE","XODE","ODESSA COMMODITY EXCHANGE",2348
"XOFF","XOFF","OFF-EXCHANGE TRANSACTIONS - LISTED INSTRUMENTS",2349
"XOME","XOME","OMX NORDIC EXCHANGE STOCKHOLM AB",2350
"XOPV","XOPV","OTC PUBLICATION VENUE",2351
