"ID","NAME","DESCRIPTION","IID"
".","Reset","Reset value",0
"BND","Bond","Bond",1
"MNY","Money market instrument","Money market instrument",2
"HBRD","Hybrid debt instrument","Hybrid debt instrument",3
"OTHR","Other debt","Other debt",4
